   1 	    38.1357 
   2 	    40.7874 
   3 	    43.5127 
   4 	    46.2613 
   5 	    48.8602 
   6 	    51.6161 
   7 	    54.4503 
   8 	    57.0927 
   9 	    59.8457 
  10 	    62.6320 
  11 	    65.3149 
  12 	    68.0100 
  13 	    70.7363 
  14 	    73.5067 
  15 	    76.1993 
  16 	    78.8891 
  17 	    81.6243 
  18 	    84.3032 
  19 	    87.0730 
  20 	    89.7394 
  21 	    92.4860 
  22 	    95.0982 
  23 	    97.9072 
  24 	   100.6686 
  25 	   103.3334 
  26 	   106.0483 
  27 	   108.6855 
  28 	   111.5053 
  29 	   114.2889 
  30 	   116.8913 
