   1 	     2.6425 
   2 	     5.2802 
   3 	     8.0719 
   4 	    13.5092 
   5 	    16.2650 
   6 	    18.9937 
   7 	    21.7164 
   8 	    24.3880 
   9 	    27.0947 
  10 	    29.8649 
  11 	    32.4344 
  12 	    35.3087 
  13 	    37.9879 
  14 	    40.6779 
  15 	    43.4033 
  16 	    46.2001 
  17 	    48.8544 
  18 	    51.5714 
  19 	    54.3293 
  20 	    56.9682 
  21 	    59.7775 
  22 	    62.4325 
  23 	    65.1309 
  24 	    67.8322 
  25 	    70.5837 
  26 	    73.3103 
  27 	    76.0282 
  28 	    78.7637 
  29 	    81.4630 
  30 	    84.1276 
  31 	    86.8761 
  32 	    89.5822 
  33 	    92.3512 
